Drug	Tumor	Replica	Day	Concentration	N_Dead	N_Live
Paclitaxel	4	1	1	10	27	27
Paclitaxel	4	1	1	10	38	39
Paclitaxel	4	1	1	10	34	38
Paclitaxel	4	1	1	10	34	27
Paclitaxel	4	1	1	10	26	24
Paclitaxel	4	1	1	10	37	37
Paclitaxel	4	1	1	10	22	30
Paclitaxel	4	1	1	10	24	32
Paclitaxel	4	1	1	20	15	25
Paclitaxel	4	1	1	20	22	26
Paclitaxel	4	1	1	20	28	28
Paclitaxel	4	1	1	20	18	28
Paclitaxel	4	1	1	20	29	23
Paclitaxel	4	1	1	20	17	15
Paclitaxel	4	1	1	20	33	31
Paclitaxel	4	1	1	20	11	22
Paclitaxel	4	1	1	20	16	19
Paclitaxel	4	1	1	50	21	17
Paclitaxel	4	1	1	50	26	20
Paclitaxel	4	1	1	50	10	10
Paclitaxel	4	1	1	50	16	9
Paclitaxel	4	1	1	50	10	7
Paclitaxel	4	1	1	50	3	3
Paclitaxel	4	1	1	50	5	3
Paclitaxel	4	1	1	50	24	9
Paclitaxel	4	1	1	50	26	13
Paclitaxel	4	1	2	1	73	90
Paclitaxel	4	1	2	1	39	90
Paclitaxel	4	1	2	1	10	38
Paclitaxel	4	1	2	1	57	66
Paclitaxel	4	1	2	1	57	78
Paclitaxel	4	1	2	1	55	86
Paclitaxel	4	1	2	1	63	82
Paclitaxel	4	1	2	1	86	91
Paclitaxel	4	1	2	10	38	33
Paclitaxel	4	1	2	10	74	66
Paclitaxel	4	1	2	10	38	52
Paclitaxel	4	1	2	10	83	81
Paclitaxel	4	1	2	10	78	69
Paclitaxel	4	1	2	10	77	88
Paclitaxel	4	1	2	10	61	74
Paclitaxel	4	1	2	10	91	90
Paclitaxel	4	1	2	10	24	41
Paclitaxel	4	1	2	20	44	18
Paclitaxel	4	1	2	20	51	33
Paclitaxel	4	1	2	20	53	42
Paclitaxel	4	1	2	20	41	16
Paclitaxel	4	1	2	20	42	34
Paclitaxel	4	1	2	20	36	36
Paclitaxel	4	1	2	20	33	42
Paclitaxel	4	1	2	20	36	30
Paclitaxel	4	1	2	20	74	41
Paclitaxel	4	1	2	50	51	6
Paclitaxel	4	1	2	50	24	7
Paclitaxel	4	1	2	50	22	4
Paclitaxel	4	1	2	50	31	2
Paclitaxel	4	1	2	50	25	3
Paclitaxel	4	1	2	50	16	1
Paclitaxel	4	1	2	50	34	2
Paclitaxel	4	1	2	50	30	2
Paclitaxel	4	1	3	1	62	48
Paclitaxel	4	1	3	1	75	65
Paclitaxel	4	1	3	1	60	65
Paclitaxel	4	1	3	1	75	74
Paclitaxel	4	1	3	1	65	62
Paclitaxel	4	1	3	1	62	57
Paclitaxel	4	1	3	1	69	65
Paclitaxel	4	1	3	1	70	62
Paclitaxel	4	1	3	10	46	38
Paclitaxel	4	1	3	10	32	53
Paclitaxel	4	1	3	10	53	72
Paclitaxel	4	1	3	10	50	51
Paclitaxel	4	1	3	10	44	45
Paclitaxel	4	1	3	10	47	59
Paclitaxel	4	1	3	10	44	48
Paclitaxel	4	1	3	10	51	35
Paclitaxel	4	1	3	10	41	57
Paclitaxel	4	1	3	20	47	42
Paclitaxel	4	1	3	20	46	47
Paclitaxel	4	1	3	20	49	47
Paclitaxel	4	1	3	20	45	46
Paclitaxel	4	1	3	20	52	53
Paclitaxel	4	1	3	20	44	43
Paclitaxel	4	1	3	20	24	27
Paclitaxel	4	1	3	50	47	16
Paclitaxel	4	1	3	50	57	22
Paclitaxel	4	1	3	50	72	24
Paclitaxel	4	1	3	50	75	17
Paclitaxel	4	1	3	50	58	22
Paclitaxel	4	1	3	50	55	20
Paclitaxel	4	1	3	50	36	18
Paclitaxel	4	1	7	50	82	5
Paclitaxel	4	1	7	50	94	7
Paclitaxel	4	1	7	50	105	3
Control	5	1	1	0	57	16
Control	5	1	1	0	54	11
Control	5	1	1	0	56	18
Control	5	1	1	0	55	26
Control	5	1	1	0	91	37
Control	5	1	1	0	112	61
Control	5	1	1	0	59	32
Control	5	1	3	0	59	48
Control	5	1	3	0	29	22
Control	5	1	3	0	29	33
Control	5	1	3	0	29	23
Control	5	1	3	0	24	31
Control	5	1	3	0	18	31
Control	5	1	3	0	18	40
Control	5	2	0	0	52	46
Control	5	2	0	0	39	56
Control	5	2	0	0	43	56
Control	5	2	0	0	52	71
Control	5	2	0	0	65	97
Control	5	2	0	0	89	109
Control	5	2	0	0	53	77
Control	5	2	0	0	49	71
Control	5	2	0	0	33	62
Control	5	2	1	0	21	1
Control	5	2	1	0	42	2
Control	5	2	1	0	14	4
Control	5	2	1	0	35	3
Control	5	2	1	0	28	1
Control	5	2	1	0	27	2
Control	5	2	3	0	30	2
Control	5	2	3	0	44	11
Control	5	2	3	0	54	21
Control	5	2	3	0	1	1
Control	5	2	3	0	4	1
Control	5	2	3	0	8	1
Control	5	2	3	0	5	1
Control	5	2	3	0	5	1
Control	5	2	3	0	6	1
Control	5	3	1	0	65	1
Control	5	3	1	0	64	1
Control	5	3	1	0	63	1
Control	5	3	1	0	70	1
Control	5	3	1	0	96	1
Control	5	3	1	0	93	1
Control	5	3	1	0	127	1
Control	5	3	1	0	64	1
Control	5	3	1	0	87	62
Control	5	3	3	0	53	24
Control	5	3	3	0	55	23
Control	5	3	3	0	32	22
Control	5	3	3	0	27	24
Control	5	3	3	0	33	21
Control	5	3	3	0	48	39
Control	5	3	3	0	33	24
Control	5	3	3	0	35	23
Paclitaxel	5	1	1	1	166	216
Paclitaxel	5	1	1	1	179	214
Paclitaxel	5	1	1	1	160	183
Paclitaxel	5	1	1	1	156	207
Paclitaxel	5	1	1	1	138	179
Paclitaxel	5	1	1	1	170	232
Paclitaxel	5	1	1	1	111	147
Paclitaxel	5	1	1	20	24	40
Paclitaxel	5	1	1	20	29	36
Paclitaxel	5	1	1	20	44	46
Paclitaxel	5	1	1	20	17	30
Paclitaxel	5	1	1	20	18	23
Paclitaxel	5	1	1	20	27	33
Paclitaxel	5	1	1	50	30	28
Paclitaxel	5	1	1	50	57	28
Paclitaxel	5	1	1	50	38	27
Paclitaxel	5	1	1	50	87	28
Paclitaxel	5	1	1	50	50	32
Paclitaxel	5	1	1	50	68	28
Paclitaxel	5	1	1	50	29	22
Paclitaxel	5	1	1	50	44	27
Paclitaxel	5	1	3	10	2	1
Paclitaxel	5	1	3	10	2	3
Paclitaxel	5	1	3	10	3	5
Paclitaxel	5	1	3	10	11	8
Paclitaxel	5	1	3	10	12	14
Paclitaxel	5	1	3	10	4	8
Paclitaxel	5	1	3	20	16	4
Paclitaxel	5	1	3	20	17	3
Paclitaxel	5	1	3	20	22	8
Paclitaxel	5	1	3	20	19	8
Paclitaxel	5	1	3	20	18	1
Paclitaxel	5	1	3	20	25	4
Paclitaxel	5	1	3	20	14	3
Paclitaxel	5	2	1	20	117	110
Paclitaxel	5	2	1	20	109	128
Paclitaxel	5	2	1	20	132	171
Paclitaxel	5	2	1	20	95	102
Paclitaxel	5	2	1	20	60	93
Paclitaxel	5	2	1	20	79	101
Paclitaxel	5	2	3	10	4	16
Paclitaxel	5	2	3	10	23	17
Paclitaxel	5	2	3	10	56	25
Paclitaxel	5	2	3	10	59	43
Paclitaxel	5	2	3	10	1	6
Paclitaxel	5	2	3	10	1	5
Paclitaxel	5	2	3	10	5	12
Control	7	1	0	0	11	28
Control	7	1	0	0	15	38
Control	7	1	0	0	25	50
Control	7	1	0	0	69	65
Control	7	1	0	0	72	81
Control	7	1	0	0	29	83
Control	7	1	0	0	47	108
Control	7	1	0	0	41	93
Control	7	1	0	0	37	62
Control	7	1	1	0	39	39
Control	7	1	1	0	30	44
Control	7	1	1	0	29	32
Control	7	1	1	0	30	38
Control	7	1	1	0	28	40
Control	7	1	1	0	27	39
Control	7	1	1	0	36	33
Control	7	1	1	0	18	23
Control	7	1	1	0	15	20
Control	7	1	2	0	36	75
Control	7	1	2	0	24	35
Control	7	1	2	0	23	66
Control	7	1	2	0	22	56
Control	7	1	2	0	38	52
Control	7	1	2	0	47	54
Control	7	1	2	0	75	46
Control	7	1	2	0	96	65
Control	7	2	0	0	46	69
Control	7	2	0	0	71	66
Control	7	2	0	0	46	56
Control	7	2	0	0	35	84
Control	7	2	0	0	63	78
Control	7	2	0	0	48	71
Control	7	2	0	0	36	67
Control	7	2	0	0	55	76
Control	7	2	0	0	46	64
Control	7	2	1	0	40	45
Control	7	2	1	0	28	31
Control	7	2	1	0	24	30
Control	7	2	1	0	15	24
Control	7	2	1	0	44	49
Control	7	2	1	0	11	18
Control	7	2	1	0	10	16
Control	7	2	1	0	19	38
Control	7	2	2	0	92	117
Control	7	2	2	0	23	72
Control	7	2	2	0	21	78
Control	7	2	2	0	41	98
Control	7	2	2	0	29	70
Control	7	2	2	0	50	124
Control	7	2	2	0	43	94
Paclitaxel	7	1	1	1	6	14
Paclitaxel	7	1	1	1	13	21
Paclitaxel	7	1	1	1	14	27
Paclitaxel	7	1	1	1	16	10
Paclitaxel	7	1	1	1	8	22
Paclitaxel	7	1	1	1	18	32
Paclitaxel	7	1	1	1	28	26
Paclitaxel	7	1	1	1	21	24
Paclitaxel	7	1	1	10	7	12
Paclitaxel	7	1	1	10	22	34
Paclitaxel	7	1	1	10	14	36
Paclitaxel	7	1	1	10	32	59
Paclitaxel	7	1	1	10	19	41
Paclitaxel	7	1	1	10	19	45
Paclitaxel	7	1	1	10	16	45
Paclitaxel	7	1	1	10	18	56
Paclitaxel	7	1	1	20	15	17
Paclitaxel	7	1	1	20	22	34
Paclitaxel	7	1	1	20	23	43
Paclitaxel	7	1	1	20	42	35
Paclitaxel	7	1	1	20	48	37
Paclitaxel	7	1	1	20	38	36
Paclitaxel	7	1	1	20	45	33
Paclitaxel	7	1	1	20	57	35
Paclitaxel	7	1	1	50	2	2
Paclitaxel	7	1	1	50	1	1
Paclitaxel	7	1	1	50	1	2
Paclitaxel	7	1	1	50	2	4
Paclitaxel	7	1	1	50	1	1
Paclitaxel	7	1	1	50	1	1
Paclitaxel	7	1	1	50	1	1
Paclitaxel	7	1	1	50	1	1
Paclitaxel	7	1	2	1	3	33
Paclitaxel	7	1	2	1	8	28
Paclitaxel	7	1	2	1	16	28
Paclitaxel	7	1	2	1	9	48
Paclitaxel	7	1	2	1	12	51
Paclitaxel	7	1	2	1	12	27
Paclitaxel	7	1	2	1	34	48
Paclitaxel	7	1	2	10	1	32
Paclitaxel	7	1	2	10	22	39
Paclitaxel	7	1	2	10	17	15
Paclitaxel	7	1	2	10	8	43
Paclitaxel	7	1	2	10	26	51
Paclitaxel	7	1	2	10	32	55
Paclitaxel	7	1	2	10	52	58
Paclitaxel	7	1	2	20	15	9
Paclitaxel	7	1	2	20	18	23
Paclitaxel	7	1	2	20	22	34
Paclitaxel	7	1	2	20	32	29
Paclitaxel	7	1	2	20	21	43
Paclitaxel	7	1	2	20	27	6
Paclitaxel	7	1	2	50	14	1
Paclitaxel	7	1	2	50	8	1
Paclitaxel	7	1	2	50	5	1
Paclitaxel	7	1	2	50	4	1
Paclitaxel	7	1	2	50	2	1
Paclitaxel	7	1	2	50	10	2
Paclitaxel	7	1	3	1	32	176
Paclitaxel	7	1	3	1	23	93
Paclitaxel	7	1	3	1	42	96
Paclitaxel	7	1	3	1	8	73
Paclitaxel	7	1	3	1	17	34
Paclitaxel	7	1	3	1	11	65
Paclitaxel	7	1	3	1	18	37
Paclitaxel	7	1	3	10	2	2
Paclitaxel	7	1	3	10	1	1
Paclitaxel	7	1	3	10	6	1
Paclitaxel	7	1	3	10	1	1
Paclitaxel	7	1	3	20	1	1
Paclitaxel	7	1	3	20	1	1
Paclitaxel	7	2	1	1	2	19
Paclitaxel	7	2	1	1	8	30
Paclitaxel	7	2	1	1	21	49
Paclitaxel	7	2	1	1	22	34
Paclitaxel	7	2	1	1	18	45
Paclitaxel	7	2	1	1	16	32
Paclitaxel	7	2	1	1	20	35
Paclitaxel	7	2	1	1	17	45
Paclitaxel	7	2	1	10	32	44
Paclitaxel	7	2	1	10	33	34
Paclitaxel	7	2	1	10	35	54
Paclitaxel	7	2	1	10	23	48
Paclitaxel	7	2	1	10	9	33
Paclitaxel	7	2	1	10	3	13
Paclitaxel	7	2	1	10	10	14
Paclitaxel	7	2	1	10	10	18
Paclitaxel	7	2	2	10	18	42
Paclitaxel	7	2	2	10	11	39
Paclitaxel	7	2	2	10	10	42
Paclitaxel	7	2	2	10	8	30
Paclitaxel	7	2	2	10	17	29
Paclitaxel	7	2	2	10	42	47
Paclitaxel	7	2	3	1	51	67
Paclitaxel	7	2	3	1	17	59
Paclitaxel	7	2	3	1	35	53
Paclitaxel	7	2	3	1	28	75
Control	8	1	0	0	63	134
Control	8	1	0	0	97	187
Control	8	1	0	0	67	143
Control	8	1	0	0	58	150
Control	8	1	0	0	55	144
Control	8	1	0	0	40	144
Control	8	1	0	0	42	115
Control	8	1	0	0	53	99
Control	8	1	0	0	50	119
Control	8	1	4	0	33	28
Control	8	1	4	0	24	25
Control	8	1	4	0	13	33
Control	8	1	4	0	14	35
Control	8	1	4	0	18	26
Control	8	1	4	0	15	40
Control	8	1	4	0	25	43
Control	8	1	4	0	23	39
Control	8	1	4	0	41	56
Control	8	2	4	0	3	3
Control	8	2	4	0	5	15
Control	8	2	4	0	10	17
Control	8	2	4	0	14	24
Control	8	2	4	0	16	17
Control	8	2	4	0	9	23
Control	8	2	4	0	15	22
Control	8	2	4	0	14	19
Paclitaxel	8	1	4	1	69	52
Paclitaxel	8	1	4	1	18	42
Paclitaxel	8	1	4	1	7	26
Paclitaxel	8	1	4	1	4	19
Paclitaxel	8	1	4	1	5	17
Paclitaxel	8	1	4	1	6	22
Paclitaxel	8	1	4	1	4	11
Paclitaxel	8	1	4	1	1	4
Paclitaxel	8	1	4	1	1	1
Paclitaxel	8	1	4	10	1	2
Paclitaxel	8	1	4	10	6	33
Paclitaxel	8	1	4	10	22	36
Paclitaxel	8	1	4	10	22	29
Paclitaxel	8	1	4	10	30	38
Paclitaxel	8	1	4	10	29	36
Paclitaxel	8	1	4	10	60	64
Paclitaxel	8	1	4	10	56	55
Paclitaxel	8	1	4	20	16	14
Paclitaxel	8	1	4	20	22	17
Paclitaxel	8	1	4	20	15	19
Paclitaxel	8	1	4	20	19	19
Paclitaxel	8	1	4	20	27	31
Paclitaxel	8	1	4	20	32	38
Paclitaxel	8	1	4	20	51	46
Paclitaxel	8	1	4	20	59	56
Paclitaxel	8	1	4	50	26	1
Paclitaxel	8	1	4	50	16	1
Paclitaxel	8	1	4	50	11	1
Paclitaxel	8	1	4	50	17	1
Paclitaxel	8	1	4	50	12	1
Paclitaxel	8	1	4	50	14	1
Paclitaxel	8	1	4	50	17	1
Paclitaxel	8	1	4	50	6	1
Paclitaxel	8	2	4	1	1	4
Paclitaxel	8	2	4	1	3	14
Paclitaxel	8	2	4	1	6	30
Paclitaxel	8	2	4	1	8	34
Paclitaxel	8	2	4	1	9	36
Paclitaxel	8	2	4	1	21	37
Paclitaxel	8	2	4	1	55	46
Paclitaxel	8	2	4	10	42	41
Paclitaxel	8	2	4	10	40	56
Paclitaxel	8	2	4	10	23	44
Paclitaxel	8	2	4	10	21	37
Paclitaxel	8	2	4	10	12	20
Paclitaxel	8	2	4	10	10	21
Paclitaxel	8	2	4	10	7	19
Paclitaxel	8	2	4	10	3	18
Paclitaxel	8	2	4	10	1	3
Paclitaxel	8	2	4	20	5	8
Paclitaxel	8	2	4	20	2	3
Paclitaxel	8	2	4	20	2	2
Paclitaxel	8	2	4	20	1	1
Paclitaxel	8	2	4	20	8	5
Paclitaxel	8	2	4	20	13	16
Paclitaxel	8	2	4	20	53	33
Paclitaxel	8	2	4	20	30	17
Paclitaxel	8	2	4	50	17	1
Paclitaxel	8	2	4	50	14	1
Paclitaxel	8	2	4	50	7	1
Paclitaxel	8	2	4	50	13	1
Paclitaxel	8	2	4	50	10	1
Paclitaxel	8	2	4	50	6	1
Paclitaxel	8	2	4	50	5	1
Paclitaxel	8	2	4	50	17	1
Control	9	1	0	0	23	94
Control	9	1	0	0	14	102
Control	9	1	0	0	13	124
Control	9	1	0	0	20	109
Control	9	1	0	0	26	148
Control	9	1	0	0	25	123
Control	9	1	0	0	28	130
Control	9	1	0	0	30	139
Control	9	1	0	0	34	143
Control	9	1	4	0	8	12
Control	9	1	4	0	31	23
Control	9	1	4	0	11	7
Control	9	1	4	0	10	10
Control	9	1	4	0	47	48
Control	9	1	4	0	23	22
Control	9	1	4	0	25	34
Control	9	1	4	0	21	33
Control	9	1	4	0	18	21
Control	9	2	4	0	31	53
Control	9	2	4	0	24	42
Control	9	2	4	0	20	36
Control	9	2	4	0	6	17
Control	9	2	4	0	11	33
Control	9	2	4	0	4	29
Control	9	2	4	0	6	15
Control	9	2	4	0	10	24
Paclitaxel	9	1	4	1	5	11
Paclitaxel	9	1	4	1	4	12
Paclitaxel	9	1	4	1	7	14
Paclitaxel	9	1	4	1	12	9
Paclitaxel	9	1	4	1	6	14
Paclitaxel	9	1	4	1	10	15
Paclitaxel	9	1	4	1	16	24
Paclitaxel	9	1	4	1	9	11
Paclitaxel	9	1	4	10	1	2
Paclitaxel	9	1	4	10	6	12
Paclitaxel	9	1	4	10	10	23
Paclitaxel	9	1	4	10	5	26
Paclitaxel	9	1	4	10	9	23
Paclitaxel	9	1	4	10	2	5
Paclitaxel	9	1	4	10	2	4
Paclitaxel	9	1	4	10	2	3
Paclitaxel	9	1	4	10	1	2
Paclitaxel	9	1	4	20	32	23
Paclitaxel	9	1	4	20	15	17
Paclitaxel	9	1	4	20	12	14
Paclitaxel	9	1	4	20	4	3
Paclitaxel	9	1	4	20	4	4
Paclitaxel	9	1	4	20	2	2
Paclitaxel	9	1	4	20	3	5
Paclitaxel	9	1	4	20	18	17
Paclitaxel	9	1	4	50	1	1
Paclitaxel	9	1	4	50	2	1
Paclitaxel	9	1	4	50	1	1
Paclitaxel	9	1	4	50	1	1
Paclitaxel	9	1	4	50	1	1
Paclitaxel	9	1	4	50	1	1
Paclitaxel	9	1	4	50	1	1
Paclitaxel	9	1	4	50	1	1
Paclitaxel	9	2	4	1	44	39
Paclitaxel	9	2	4	1	18	35
Paclitaxel	9	2	4	1	17	30
Paclitaxel	9	2	4	1	21	33
Paclitaxel	9	2	4	1	23	31
Paclitaxel	9	2	4	1	17	33
Paclitaxel	9	2	4	1	12	35
Paclitaxel	9	2	4	1	18	22
Paclitaxel	9	2	4	1	3	6
Paclitaxel	9	2	4	10	2	2
Paclitaxel	9	2	4	10	5	10
Paclitaxel	9	2	4	10	10	20
Paclitaxel	9	2	4	10	8	23
Paclitaxel	9	2	4	10	21	34
Paclitaxel	9	2	4	10	14	30
Paclitaxel	9	2	4	10	8	27
Paclitaxel	9	2	4	10	17	31
Paclitaxel	9	2	4	20	35	13
Paclitaxel	9	2	4	20	28	18
Paclitaxel	9	2	4	20	18	9
Paclitaxel	9	2	4	20	24	16
Paclitaxel	9	2	4	20	23	13
Paclitaxel	9	2	4	20	49	26
Paclitaxel	9	2	4	20	24	14
Paclitaxel	9	2	4	50	1	1
Paclitaxel	9	2	4	50	1	1
Paclitaxel	9	2	4	50	1	1
Paclitaxel	9	2	4	50	1	1
Paclitaxel	9	2	4	50	2	1
Paclitaxel	9	2	4	50	2	1
Paclitaxel	9	2	4	50	2	1
Paclitaxel	9	2	4	50	8	3
Paclitaxel	9	2	4	50	16	1
