Drug	Tumor	Replica	Day	Concentration	N_Dead	N_Live
TDXD	2	1	4	0.1	1	26
TDXD	2	1	4	0.1	3	62
TDXD	2	1	4	0.1	4	49
TDXD	2	1	4	0.1	2	21
TDXD	2	1	4	0.5	1	10
TDXD	2	1	4	0.5	1	13
TDXD	2	1	4	0.5	1	19
TDXD	2	1	4	0.5	1	18
TDXD	2	1	4	0.5	1	29
TDXD	2	1	4	0.5	1	26
TDXD	2	1	4	0.5	1	14
TDXD	2	1	4	0.5	1	5
TDXD	2	1	4	1	1	10
TDXD	2	1	4	1	1	13
TDXD	2	1	4	1	1	19
TDXD	2	1	4	1	1	18
TDXD	2	1	4	1	1	29
TDXD	2	1	4	1	1	26
TDXD	2	1	4	1	1	14
TDXD	2	1	4	1	1	5
TDXD	2	1	4	10	1	14
TDXD	2	1	4	10	1	8
TDXD	2	1	4	10	1	9
TDXD	2	1	4	10	1	10
TDXD	2	1	4	10	1	4
TDXD	2	1	4	10	1	1
TDXD	2	1	4	10	1	1
TDXD	2	1	4	100	4	1
TDXD	2	1	4	100	1	4
TDXD	2	1	4	100	2	29
TDXD	2	1	4	100	1	24
TDXD	2	1	4	100	1	30
TDXD	2	1	4	100	1	5
TDXD	2	1	4	100	1	5
TDXD	2	1	4	1000	2	16
TDXD	2	1	4	1000	1	22
TDXD	2	1	4	1000	1	12
TDXD	2	1	4	1000	1	5
TDXD	2	2	4	0.01	1	5
TDXD	2	2	4	0.01	1	3
TDXD	2	2	4	0.01	1	26
TDXD	2	2	4	0.01	3	62
TDXD	2	2	4	0.01	4	49
TDXD	2	2	4	0.01	2	21
TDXD	2	2	4	0.1	2	5
TDXD	2	2	4	0.1	1	2
TDXD	2	2	4	0.1	2	3
TDXD	2	2	4	0.1	1	9
TDXD	2	2	4	0.1	3	8
TDXD	2	2	4	0.5	1	8
TDXD	2	2	4	0.5	1	6
TDXD	2	2	4	0.5	1	7
TDXD	2	2	4	0.5	1	20
TDXD	2	2	4	0.5	1	10
TDXD	2	2	4	0.5	1	11
TDXD	2	2	4	0.5	1	11
TDXD	2	2	4	1	1	8
TDXD	2	2	4	1	1	6
TDXD	2	2	4	1	1	7
TDXD	2	2	4	1	1	20
TDXD	2	2	4	1	1	10
TDXD	2	2	4	1	1	11
TDXD	2	2	4	1	1	11
TDXD	2	2	4	10	1	15
TDXD	2	2	4	10	1	8
TDXD	2	2	4	10	1	2
TDXD	2	2	4	10	1	2
TDXD	2	2	4	10	1	5
TDXD	2	2	4	10	1	6
TDXD	2	2	4	100	2	21
TDXD	2	2	4	100	1	34
TDXD	2	2	4	100	1	24
TDXD	2	2	4	100	1	34
TDXD	2	2	4	100	1	34
TDXD	2	2	4	100	2	20
